1.00000000000000e+002,6.40856303828211e+001,9.02198423471470e+001
1.00230523807790e+002,6.40656774502312e+001,9.02197954499573e+001
1.00461579027840e+002,6.40457244474918e+001,9.02197487404096e+001
1.00693166885180e+002,6.40257713748745e+001,9.02197022212601e+001
1.00925288607668e+002,6.40058182326520e+001,9.02196558952528e+001
1.01157945425990e+002,6.39858650210994e+001,9.02196097651179e+001
1.01391138573668e+002,6.39659117404939e+001,9.02195638335709e+001
1.01624869287070e+002,6.39459583911144e+001,9.02195181033148e+001
1.01859138805412e+002,6.39260049732420e+001,9.02194725770377e+001
1.02093948370768e+002,6.39060514871596e+001,9.02194272574147e+001
1.02329299228075e+002,6.38860979331521e+001,9.02193821471061e+001
1.02565192625141e+002,6.38661443115061e+001,9.02193372487594e+001
1.02801629812647e+002,6.38461906225104e+001,9.02192925650068e+001
1.03038612044162e+002,6.38262368664555e+001,9.02192480984675e+001
1.03276140576140e+002,6.38062830436340e+001,9.02192038517455e+001
1.03514216667934e+002,6.37863291543400e+001,9.02191598274318e+001
1.03752841581801e+002,6.37663751988695e+001,9.02191160281028e+001
1.03992016582906e+002,6.37464211775209e+001,9.02190724563192e+001
1.04231742939330e+002,6.37264670905936e+001,9.02190291146300e+001
1.04472021922080e+002,6.37065129383892e+001,9.02189860055679e+001
1.04712854805090e+002,6.36865587212110e+001,9.02189431316522e+001
1.04954242865232e+002,6.36666044393645e+001,9.02189004953865e+001
1.05196187382322e+002,6.36466500931560e+001,9.02188580992618e+001
1.05438689639126e+002,6.36266956828943e+001,9.02188159457533e+001
1.05681750921366e+002,6.36067412088900e+001,9.02187740373214e+001
1.05925372517729e+002,6.35867866714548e+001,9.02187323764129e+001
1.06169555719872e+002,6.35668320709026e+001,9.02186909654591e+001
1.06414301822431e+002,6.35468774075487e+001,9.02186498068773e+001
1.06659612123026e+002,6.35269226817101e+001,9.02186089030699e+001
1.06905487922266e+002,6.35069678937057e+001,9.02185682564240e+001
1.07151930523760e+002,6.34870130438559e+001,9.02185278693123e+001
1.07398941234124e+002,6.34670581324823e+001,9.02184877440935e+001
1.07646521362983e+002,6.34471031599088e+001,9.02184478831096e+001
1.07894672222983e+002,6.34271481264604e+001,9.02184082886894e+001
1.08143395129794e+002,6.34071930324641e+001,9.02183689631454e+001
1.08392691402120e+002,6.33872378782478e+001,9.02183299087767e+001
1.08642562361706e+002,6.33672826641417e+001,9.02182911278655e+001
1.08893009333343e+002,6.33473273904769e+001,9.02182526226809e+001
1.09144033644875e+002,6.33273720575867e+001,9.02182143954748e+001
1.09395636627209e+002,6.33074166658050e+001,9.02181764484869e+001
1.09647819614318e+002,6.32874612154681e+001,9.02181387839384e+001
1.09900583943252e+002,6.32675057069133e+001,9.02181014040369e+001
1.10153930954141e+002,6.32475501404792e+001,9.02180643109763e+001
1.10407861990207e+002,6.32275945165063e+001,9.02180275069329e+001
1.10662378397766e+002,6.32076388353363e+001,9.02179909940684e+001
1.10917481526240e+002,6.31876830973122e+001,9.02179547745300e+001
1.11173172728159e+002,6.31677273027787e+001,9.02179188504485e+001
1.11429453359173e+002,6.31477714520814e+001,9.02178832239410e+001
1.11686324778056e+002,6.31278155455679e+001,9.02178478971067e+001
1.11943788346715e+002,6.31078595835869e+001,9.02178128720314e+001
1.12201845430196e+002,6.30879035664879e+001,9.02177781507857e+001
1.12460497396692e+002,6.30679474946229e+001,9.02177437354224e+001
1.12719745617551e+002,6.30479913683440e+001,9.02177096279817e+001
1.12979591467279e+002,6.30280351880055e+001,9.02176758304860e+001
1.13240036323555e+002,6.30080789539623e+001,9.02176423449439e+001
1.13501081567231e+002,6.29881226665711e+001,9.02176091733473e+001
1.13762728582343e+002,6.29681663261896e+001,9.02175763176731e+001
1.14024978756117e+002,6.29482099331770e+001,9.02175437798814e+001
1.14287833478977e+002,6.29282534878931e+001,9.02175115619197e+001
1.14551294144553e+002,6.29082969907001e+001,9.02174796657150e+001
1.14815362149688e+002,6.28883404419598e+001,9.02174480931841e+001
1.15080038894443e+002,6.28683838420364e+001,9.02174168462246e+001
1.15345325782109e+002,6.28484271912950e+001,9.02173859267189e+001
1.15611224219209e+002,6.28284704901020e+001,9.02173553365336e+001
1.15877735615512e+002,6.28085137388242e+001,9.02173250775212e+001
1.16144861384034e+002,6.27885569378304e+001,9.02172951515164e+001
1.16412602941049e+002,6.27686000874899e+001,9.02172655603400e+001
1.16680961706096e+002,6.27486431881739e+001,9.02172363057940e+001
1.16949939101987e+002,6.27286862402536e+001,9.02172073896682e+001
1.17219536554813e+002,6.27087292441019e+001,9.02171788137348e+001
1.17489755493952e+002,6.26887722000933e+001,9.02171505797487e+001
1.17760597352080e+002,6.26688151086019e+001,9.02171226894528e+001
1.18032063565172e+002,6.26488579700043e+001,9.02170951445697e+001
1.18304155572516e+002,6.26289007846774e+001,9.02170679468091e+001
1.18576874816716e+002,6.26089435529990e+001,9.02170410978640e+001
1.18850222743701e+002,6.25889862753483e+001,9.02170145994105e+001
1.19124200802737e+002,6.25690289521053e+001,9.02169884531102e+001
1.19398810446427e+002,6.25490715836508e+001,9.02169626606080e+001
1.19674053130724e+002,6.25291141703671e+001,9.02169372235323e+001
1.19949930314937e+002,6.25091567126363e+001,9.02169121434978e+001
1.20226443461741e+002,6.24891992108428e+001,9.02168874220996e+001
1.20503594037179e+002,6.24692416653708e+001,9.02168630609204e+001
1.20781383510677e+002,6.24492840766064e+001,9.02168390615238e+001
1.21059813355048e+002,6.24293264449358e+001,9.02168154254590e+001
1.21338885046497e+002,6.24093687707461e+001,9.02167921542599e+001
1.21618600064636e+002,6.23894110544259e+001,9.02167692494420e+001
1.21898959892486e+002,6.23694532963638e+001,9.02167467125074e+001
1.22179966016487e+002,6.23494954969500e+001,9.02167245449394e+001
1.22461619926504e+002,6.23295376565749e+001,9.02167027482081e+001
1.22743923115840e+002,6.23095797756301e+001,9.02166813237651e+001
1.23026877081238e+002,6.22896218545078e+001,9.02166602730470e+001
1.23310483322890e+002,6.22696638936009e+001,9.02166395974741e+001
1.23594743344450e+002,6.22497058933036e+001,9.02166192984503e+001
1.23879658653036e+002,6.22297478540100e+001,9.02165993773639e+001
1.24165230759240e+002,6.22097897761155e+001,9.02165798355872e+001
1.24451461177138e+002,6.21898316600162e+001,9.02165606744750e+001
1.24738351424294e+002,6.21698735061084e+001,9.02165418953685e+001
1.25025903021771e+002,6.21499153147901e+001,9.02165234995892e+001
1.25314117494141e+002,6.21299570864590e+001,9.02165054884453e+001
1.25602996369487e+002,6.21099988215138e+001,9.02164878632283e+001
1.25892541179416e+002,6.20900405203539e+001,9.02164706252131e+001
1.26182753459066e+002,6.20700821833795e+001,9.02164537756575e+001
1.26473634747114e+002,6.20501238109911e+001,9.02164373158050e+001
1.26765186585784e+002,6.20301654035902e+001,9.02164212468812e+001
1.27057410520853e+002,6.20102069615782e+001,9.02164055700977e+001
1.27350308101665e+002,6.19902484853581e+001,9.02163902866464e+001
1.27643880881134e+002,6.19702899753325e+001,9.02163753977076e+001
1.27938130415752e+002,6.19503314319052e+001,9.02163609044409e+001
1.28233058265601e+002,6.19303728554804e+001,9.02163468079926e+001
1.28528665994361e+002,6.19104142464629e+001,9.02163331094909e+001
1.28824955169313e+002,6.18904556052574e+001,9.02163198100504e+001
1.29121927361353e+002,6.18704969322701e+001,9.02163069107666e+001
1.29419584144998e+002,6.18505382279068e+001,9.02162944127209e+001
1.29717927098395e+002,6.18305794925744e+001,9.02162823169777e+001
1.30016957803328e+002,6.18106207266802e+001,9.02162706245843e+001
1.30316677845229e+002,6.17906619306317e+001,9.02162593365726e+001
1.30617088813183e+002,6.17707031048370e+001,9.02162484539588e+001
1.30918192299940e+002,6.17507442497045e+001,9.02162379777423e+001
1.31219989901920e+002,6.17307853656429e+001,9.02162279089075e+001
1.31522483219223e+002,6.17108264530619e+001,9.02162182484197e+001
1.31825673855640e+002,6.16908675123712e+001,9.02162089972303e+001
1.32129563418657e+002,6.16709085439807e+001,9.02162001562745e+001
1.32434153519466e+002,6.16509495483010e+001,9.02161917264700e+001
1.32739445772973e+002,6.16309905257427e+001,9.02161837087199e+001
1.33045441797808e+002,6.16110314767171e+001,9.02161761039097e+001
1.33352143216332e+002,6.15910724016356e+001,9.02161689129098e+001
1.33659551654643e+002,6.15711133009102e+001,9.02161621365728e+001
1.33967668742593e+002,6.15511541749528e+001,9.02161557757371e+001
1.34276496113786e+002,6.15311950241758e+001,9.02161498312238e+001
1.34586035405594e+002,6.15112358489920e+001,9.02161443038379e+001
1.34896288259165e+002,6.14912766498141e+001,9.02161391943685e+001
1.35207256319427e+002,6.14713174270555e+001,9.02161345035882e+001
1.35518941235103e+002,6.14513581811296e+001,9.02161302322533e+001
1.35831344658715e+002,6.14313989124500e+001,9.02161263811047e+001
1.36144468246594e+002,6.14114396214307e+001,9.02161229508658e+001
1.36458313658892e+002,6.13914803084855e+001,9.02161199422461e+001
1.36772882559584e+002,6.13715209740288e+001,9.02161173559364e+001
1.37088176616484e+002,6.13515616184753e+001,9.02161151926124e+001
1.37404197501251e+002,6.13316022422393e+001,9.02161134529341e+001
1.37720946889394e+002,6.13116428457353e+001,9.02161121375460e+001
1.38038426460288e+002,6.12916834293788e+001,9.02161112470740e+001
1.38356637897177e+002,6.12717239935845e+001,9.02161107821300e+001
1.38675582887188e+002,6.12517645387675e+001,9.02161107433089e+001
1.38995263121334e+002,6.12318050653431e+001,9.02161111311906e+001
1.39315680294529e+002,6.12118455737265e+001,9.02161119463381e+001
1.39636836105593e+002,6.11918860643335e+001,9.02161131892965e+001
1.39958732257261e+002,6.11719265375792e+001,9.02161148605980e+001
1.40281370456195e+002,6.11519669938792e+001,9.02161169607576e+001
1.40604752412990e+002,6.11320074336491e+001,9.02161194902738e+001
1.40928879842186e+002,6.11120478573046e+001,9.02161224496284e+001
1.41253754462274e+002,6.10920882652611e+001,9.02161258392891e+001
1.41579377995707e+002,6.10721286579342e+001,9.02161296597061e+001
1.41905752168908e+002,6.10521690357396e+001,9.02161339113142e+001
1.42232878712281e+002,6.10322093990929e+001,9.02161385945315e+001
1.42560759360218e+002,6.10122497484097e+001,9.02161437097604e+001
1.42889395851109e+002,6.09922900841054e+001,9.02161492573880e+001
1.43218789927353e+002,6.09723304065955e+001,9.02161552377847e+001
1.43548943335365e+002,6.09523707162953e+001,9.02161616513049e+001
1.43879857825583e+002,6.09324110136202e+001,9.02161684982877e+001
1.44211535152486e+002,6.09124512989851e+001,9.02161757790560e+001
1.44543977074592e+002,6.08924915728055e+001,9.02161834939158e+001
1.44877185354475e+002,6.08725318354961e+001,9.02161916431585e+001
1.45211161758773e+002,6.08525720874717e+001,9.02162002270592e+001
1.45545908058195e+002,6.08326123291471e+001,9.02162092458770e+001
1.45881426027534e+002,6.08126525609368e+001,9.02162186998548e+001
1.46217717445671e+002,6.07926927832553e+001,9.02162285892200e+001
1.46554784095590e+002,6.07727329965167e+001,9.02162389141840e+001
1.46892627764385e+002,6.07527732011347e+001,9.02162496749437e+001
1.47231250243271e+002,6.07328133975236e+001,9.02162608716770e+001
1.47570653327588e+002,6.07128535860968e+001,9.02162725045487e+001
1.47910838816819e+002,6.06928937672673e+001,9.02162845737083e+001
1.48251808514594e+002,6.06729339414486e+001,9.02162970792863e+001
1.48593564228699e+002,6.06529741090534e+001,9.02163100214008e+001
1.48936107771090e+002,6.06330142704944e+001,9.02163234001519e+001
1.49279440957898e+002,6.06130544261837e+001,9.02163372156259e+001
1.49623565609442e+002,6.05930945765335e+001,9.02163514678909e+001
1.49968483550236e+002,6.05731347219554e+001,9.02163661570018e+001
1.50314196609001e+002,6.05531748628609e+001,9.02163812829964e+001
1.50660706618673e+002,6.05332149996611e+001,9.02163968458973e+001
1.51008015416413e+002,6.05132551327666e+001,9.02164128457109e+001
1.51356124843619e+002,6.04932952625879e+001,9.02164292824288e+001
1.51705036745932e+002,6.04733353895351e+001,9.02164461560265e+001
1.52054752973248e+002,6.04533755140175e+001,9.02164634664645e+001
1.52405275379728e+002,6.04334156364450e+001,9.02164812136860e+001
1.52756605823806e+002,6.04134557572260e+001,9.02164993976206e+001
1.53108746168202e+002,6.03934958767688e+001,9.02165180181824e+001
1.53461698279928e+002,6.03735359954821e+001,9.02165370752675e+001
1.53815464030302e+002,6.03535761137730e+001,9.02165565687592e+001
1.54170045294954e+002,6.03336162320488e+001,9.02165764985247e+001
1.54525443953840e+002,6.03136563507163e+001,9.02165968644145e+001
1.54881661891247e+002,6.02936964701817e+001,9.02166176662646e+001
1.55238700995807e+002,6.02737365908506e+001,9.02166389038961e+001
1.55596563160506e+002,6.02537767131285e+001,9.02166605771138e+001
1.55955250282694e+002,6.02338168374200e+001,9.02166826857071e+001
1.56314764264094e+002,6.02138569641296e+001,9.02167052294505e+001
1.56675107010813e+002,6.01938970936607e+001,9.02167282081034e+001
1.57036280433354e+002,6.01739372264165e+001,9.02167516214094e+001
1.57398286446620e+002,6.01539773628000e+001,9.02167754690961e+001
1.57761126969933e+002,6.01340175032129e+001,9.02167997508777e+001
1.58124803927037e+002,6.01140576480568e+001,9.02168244664515e+001
1.58489319246110e+002,6.00940977977324e+001,9.02168496155008e+001
1.58854674859776e+002,6.00741379526406e+001,9.02168751976916e+001
1.59220872705115e+002,6.00541781131803e+001,9.02169012126780e+001
1.59587914723672e+002,6.00342182797513e+001,9.02169276600956e+001
1.59955802861465e+002,6.00142584527514e+001,9.02169545395675e+001
1.60324539069002e+002,5.99942986325788e+001,9.02169818506998e+001
1.60694125301286e+002,5.99743388196304e+001,9.02170095930851e+001
1.61064563517825e+002,5.99543790143029e+001,9.02170377662990e+001
1.61435855682647e+002,5.99344192169919e+001,9.02170663699042e+001
1.61808003764305e+002,5.99144594280923e+001,9.02170954034473e+001
1.62181009735891e+002,5.98944996479988e+001,9.02171248664595e+001
1.62554875575047e+002,5.98745398771048e+001,9.02171547584581e+001
1.62929603263970e+002,5.98545801158036e+001,9.02171850789440e+001
1.63305194789432e+002,5.98346203644869e+001,9.02172158274054e+001
1.63681652142779e+002,5.98146606235463e+001,9.02172470033137e+001
1.64058977319952e+002,5.97947008933727e+001,9.02172786061256e+001
1.64437172321491e+002,5.97747411743556e+001,9.02173106352846e+001
1.64816239152549e+002,5.97547814668842e+001,9.02173430902178e+001
1.65196179822900e+002,5.97348217713471e+001,9.02173759703373e+001
1.65576996346951e+002,5.97148620881314e+001,9.02174092750425e+001
1.65958690743754e+002,5.96949024176239e+001,9.02174430037156e+001
1.66341265037015e+002,5.96749427602105e+001,9.02174771557257e+001
1.66724721255104e+002,5.96549831162761e+001,9.02175117304272e+001
1.67109061431069e+002,5.96350234862049e+001,9.02175467271588e+001
1.67494287602642e+002,5.96150638703799e+001,9.02175821452462e+001
1.67880401812254e+002,5.95951042691836e+001,9.02176179839991e+001
1.68267406107045e+002,5.95751446829976e+001,9.02176542427132e+001
1.68655302538872e+002,5.95551851122023e+001,9.02176909206700e+001
1.69044093164324e+002,5.95352255571772e+001,9.02177280171364e+001
1.69433780044731e+002,5.95152660183013e+001,9.02177655313645e+001
1.69824365246172e+002,5.94953064959523e+001,9.02178034625920e+001
1.70215850839493e+002,5.94753469905067e+001,9.02178418100436e+001
1.70608238900310e+002,5.94553875023409e+001,9.02178805729264e+001
1.71001531509027e+002,5.94354280318293e+001,9.02179197504375e+001
1.71395730750840e+002,5.94154685793461e+001,9.02179593417556e+001
1.71790838715757e+002,5.93955091452639e+001,9.02179993460491e+001
1.72186857498599e+002,5.93755497299546e+001,9.02180397624692e+001
1.72583789199018e+002,5.93555903337893e+001,9.02180805901538e+001
1.72981635921508e+002,5.93356309571376e+001,9.02181218282266e+001
1.73380399775412e+002,5.93156716003682e+001,9.02181634757982e+001
1.73780082874935e+002,5.92957122638491e+001,9.02182055319634e+001
1.74180687339159e+002,5.92757529479465e+001,9.02182479958052e+001
1.74582215292048e+002,5.92557936530263e+001,9.02182908663900e+001
1.74984668862463e+002,5.92358343794528e+001,9.02183341427723e+001
1.75388050184174e+002,5.92158751275892e+001,9.02183778239921e+001
1.75792361395867e+002,5.91959158977982e+001,9.02184219090742e+001
1.76197604641161e+002,5.91759566904404e+001,9.02184663970317e+001
1.76603782068614e+002,5.91559975058760e+001,9.02185112868628e+001
1.77010895831740e+002,5.91360383444637e+001,9.02185565775522e+001
1.77418948089014e+002,5.91160792065612e+001,9.02186022680703e+001
1.77827941003890e+002,5.90961200925251e+001,9.02186483573741e+001
1.78237876744807e+002,5.90761610027104e+001,9.02186948444076e+001
1.78648757485203e+002,5.90562019374712e+001,9.02187417281004e+001
1.79060585403527e+002,5.90362428971606e+001,9.02187890073688e+001
1.79473362683250e+002,5.90162838821300e+001,9.02188366811158e+001
1.79887091512876e+002,5.89963248927302e+001,9.02188847482294e+001
1.80301774085954e+002,5.89763659293097e+001,9.02189332075877e+001
1.80717412601090e+002,5.89564069922170e+001,9.02189820580510e+001
1.81134009261958e+002,5.89364480817986e+001,9.02190312984692e+001
1.81551566277311e+002,5.89164891983996e+001,9.02190809276783e+001
1.81970085860996e+002,5.88965303423643e+001,9.02191309445004e+001
1.82389570231961e+002,5.88765715140353e+001,9.02191813477451e+001
1.82810021614272e+002,5.88566127137543e+001,9.02192321362077e+001
1.83231442237119e+002,5.88366539418614e+001,9.02192833086711e+001
1.83653834334832e+002,5.88166951986949e+001,9.02193348639064e+001
1.84077200146893e+002,5.87967364845928e+001,9.02193868006687e+001
1.84501541917945e+002,5.87767777998906e+001,9.02194391177036e+001
1.84926861897805e+002,5.87568191449236e+001,9.02194918137396e+001
1.85353162341478e+002,5.87368605200248e+001,9.02195448874956e+001
1.85780445509167e+002,5.87169019255261e+001,9.02195983376771e+001
1.86208713666284e+002,5.86969433617580e+001,9.02196521629759e+001
1.86637969083464e+002,5.86769848290496e+001,9.02197063620711e+001
1.87068214036577e+002,5.86570263277288e+001,9.02197609336286e+001
1.87499450806739e+002,5.86370678581215e+001,9.02198158763039e+001
1.87931681680324e+002,5.86171094205524e+001,9.02198711887381e+001
1.88364908948977e+002,5.85971510153450e+001,9.02199268695593e+001
1.88799134909627e+002,5.85771926428212e+001,9.02199829173833e+001
1.89234361864495e+002,5.85572343033009e+001,9.02200393308157e+001
1.89670592121112e+002,5.85372759971033e+001,9.02200961084461e+001
