0.000000000000000e+000,1.000000e-001
9.999999717180685e-010,9.998200e-002
1.999999943436137e-009,9.997600e-002
3.999999886872274e-009,9.997600e-002
7.999999773744548e-009,9.997600e-002
1.599999954748910e-008,9.997600e-002
3.199999909497819e-008,9.997600e-002
6.399999818995639e-008,9.997600e-002
1.279999963799128e-007,9.997600e-002
2.559999927598256e-007,9.997600e-002
5.119999855196511e-007,9.997600e-002
1.023999971039302e-006,9.997600e-002
4.095999884157209e-006,9.997600e-002
1.638399953662884e-005,9.997600e-002
3.276799907325767e-005,9.997600e-002
6.553599814651534e-005,9.997600e-002
1.310719962930307e-004,9.997600e-002
2.621439925860614e-004,9.997598e-002
5.242879851721227e-004,9.997596e-002
1.048575970344245e-003,9.997591e-002
2.097151940688491e-003,9.997581e-002
4.194303881376982e-003,9.997562e-002
8.388607762753964e-003,9.997526e-002
1.677721552550793e-002,9.997458e-002
3.355443105101585e-002,9.997337e-002
6.710886210203171e-002,9.997132e-002
1.342177242040634e-001,9.996799e-002
2.684354484081268e-001,9.996267e-002
5.368708968162537e-001,9.995401e-002
1.073741793632507e+000,9.993885e-002
2.147483587265015e+000,9.990995e-002
3.220394127028330e+002,9.182333e-002
6.419313418184011e+002,8.428532e-002
9.618232709339691e+002,7.729593e-002
1.281715200049537e+003,7.085515e-002
1.601607129165105e+003,6.496298e-002
1.921499058280673e+003,5.961942e-002
2.241390987396240e+003,5.482447e-002
2.581792773110526e+003,5.012348e-002
2.922194558824812e+003,4.575730e-002
3.262596344539098e+003,4.172592e-002
3.602998130253383e+003,3.802936e-002
3.943399915967670e+003,3.466761e-002
4.283801701681956e+003,3.164066e-002
4.624203487396240e+003,2.894853e-002
5.151547237396240e+003,2.513311e-002
5.171078487396240e+003,2.500189e-002
5.511480273110527e+003,2.285807e-002
5.851882058824812e+003,2.086694e-002
6.192283844539098e+003,1.902849e-002
6.532685630253383e+003,1.734273e-002
6.873087415967670e+003,1.580965e-002
7.213489201681956e+003,1.442926e-002
7.553890987396240e+003,1.320155e-002
7.894292773110527e+003,1.206956e-002
8.234694558824813e+003,1.101820e-002
8.575096344539097e+003,1.004746e-002
8.915498130253383e+003,9.157341e-003
9.255899915967670e+003,8.347842e-003
9.596301701681956e+003,7.618964e-003
9.936703487396240e+003,6.970706e-003
1.009016330882481e+004,6.690897e-003
1.024362313025338e+004,6.421318e-003
1.039708295168195e+004,6.161970e-003
1.055054277311053e+004,5.912852e-003
1.070400259453910e+004,5.673965e-003
1.085746241596767e+004,5.445309e-003
1.101092223739624e+004,5.226884e-003
1.103045348739624e+004,5.199595e-003
1.137085527311053e+004,4.753750e-003
1.171125705882481e+004,4.339657e-003
1.205165884453910e+004,3.957319e-003
1.239206063025338e+004,3.606734e-003
1.273246241596767e+004,3.287902e-003
1.307286420168196e+004,3.000825e-003
1.341326598739624e+004,2.745500e-003
1.375366777311053e+004,2.510084e-003
1.409406955882481e+004,2.291434e-003
1.443447134453910e+004,2.089551e-003
1.477487313025338e+004,1.904435e-003
1.511527491596767e+004,1.736085e-003
1.545567670168196e+004,1.584501e-003
1.579607848739624e+004,1.449684e-003
1.594953830882481e+004,1.391493e-003
1.610299813025338e+004,1.335429e-003
1.625645795168195e+004,1.281493e-003
1.640991777311053e+004,1.229685e-003
1.656337759453910e+004,1.180004e-003
1.671683741596767e+004,1.132451e-003
1.687029723739624e+004,1.087025e-003
1.688982848739624e+004,1.081350e-003
1.723023027311053e+004,9.886282e-004
1.757063205882481e+004,9.025103e-004
1.791103384453910e+004,8.229961e-004
1.825143563025339e+004,7.500856e-004
1.859183741596767e+004,6.837788e-004
1.893223920168195e+004,6.240758e-004
1.927264098739624e+004,5.709765e-004
1.937308741596767e+004,5.558361e-004
1.947353384453910e+004,5.410727e-004
1.957398027311053e+004,5.266862e-004
1.967442670168195e+004,5.126766e-004
1.977487313025338e+004,4.990439e-004
1.987531955882481e+004,4.857881e-004
1.997576598739624e+004,4.729092e-004
1.999529723739624e+004,4.704378e-004
2.000000000000000e+004,4.698445e-004
