Freq.	V(n001)/I(C1)
3.54813389233571e+005	(-7.00423711277449e+000dB,-8.85882066848516e+001°)
3.63078054770097e+005	(-7.20615647455847e+000dB,-8.85549955607682e+001°)
3.71535229097168e+005	(-7.40816668663104e+000dB,-8.85209873635410e+001°)
3.80189396320557e+005	(-7.61027206874164e+000dB,-8.84861618282101e+001°)
3.89045144994276e+005	(-7.81247714792017e+000dB,-8.84504980939547e+001°)
3.98107170553493e+005	(-8.01478666860558e+000dB,-8.84139746810683e+001°)
4.07380277804108e+005	(-8.21720560328690e+000dB,-8.83765694667086e+001°)
4.16869383470331e+005	(-8.41973916368440e+000dB,-8.83382596593386e+001°)
4.26579518801588e+005	(-8.62239281250010e+000dB,-8.82990217717705e+001°)
4.36515832240161e+005	(-8.82517227576872e+000dB,-8.82588315927163e+001°)
4.46683592150958e+005	(-9.02808355584182e+000dB,-8.82176641567430e+001°)
4.57088189614870e+005	(-9.23113294504020e+000dB,-8.81754937125209e+001°)
4.67735141287193e+005	(-9.43432704001154e+000dB,-8.81322936892443e+001°)
4.78630092322633e+005	(-9.63767275683249e+000dB,-8.80880366610965e+001°)
4.89778819368440e+005	(-9.84117734689739e+000dB,-8.80426943096175e+001°)
5.01187233627266e+005	(-1.00448484136377e+001dB,-8.79962373838252e+001°)
5.12861383991359e+005	(-1.02486939301196e+001dB,-8.79486356579247e+001°)
5.24807460249766e+005	(-1.04527222575704e+001dB,-8.78998578864294e+001°)
5.37031796370246e+005	(-1.06569421648869e+001dB,-8.78498717565027e+001°)
5.49540873857618e+005	(-1.08613628491833e+001dB,-8.77986438373113e+001°)
5.62341325190342e+005	(-1.10659939574390e+001dB,-8.77461395261660e+001°)
5.75439937337150e+005	(-1.12708456093126e+001dB,-8.76923229912054e+001°)
5.88843655355582e+005	(-1.14759284211902e+001dB,-8.76371571103560e+001°)
6.02559586074350e+005	(-1.16812535315430e+001dB,-8.75806034062820e+001°)
6.16595001861474e+005	(-1.18868326276729e+001dB,-8.75226219770101e+001°)
6.30957344480185e+005	(-1.20926779739327e+001dB,-8.74631714218883e+001°)
6.45654229034647e+005	(-1.22988024415092e+001dB,-8.74022087625075e+001°)
6.60693448007588e+005	(-1.25052195398690e+001dB,-8.73396893581808e+001°)
6.76082975391973e+005	(-1.27119434499700e+001dB,-8.72755668155392e+001°)
6.91830970918928e+005	(-1.29189890593518e+001dB,-8.72097928917606e+001°)
7.07945784384129e+005	(-1.31263719992246e+001dB,-8.71423173909075e+001°)
7.24435960074981e+005	(-1.33341086836855e+001dB,-8.70730880527945e+001°)
7.41310241300908e+005	(-1.35422163512033e+001dB,-8.70020504337592e+001°)
7.58577575029174e+005	(-1.37507131085200e+001dB,-8.69291477786421e+001°)
7.76247116628682e+005	(-1.39596179771302e+001dB,-8.68543208832222e+001°)
7.94328234724271e+005	(-1.41689509425139e+001dB,-8.67775079462746e+001°)
8.12830516164089e+005	(-1.43787330063091e+001dB,-8.66986444103386e+001°)
8.31763771102660e+005	(-1.45889862416281e+001dB,-8.66176627901932e+001°)
8.51138038202365e+005	(-1.47997338517358e+001dB,-8.65344924879332e+001°)
8.70963589956069e+005	(-1.50110002323277e+001dB,-8.64490595934290e+001°)
8.91250938133734e+005	(-1.52228110376651e+001dB,-8.63612866688262e+001°)
9.12010839355898e+005	(-1.54351932508446e+001dB,-8.62710925156000e+001°)
9.33254300796979e+005	(-1.56481752585049e+001dB,-8.61783919225236e+001°)
9.54992586021423e+005	(-1.58617869302990e+001dB,-8.60830953927317e+001°)
9.77237220955797e+005	(-1.60760597034877e+001dB,-8.59851088478646e+001°)
9.99999999999987e+005	(-1.62910266730425e+001dB,-8.58843333070568e+001°)
1.02329299228074e+006	(-1.65067226876798e+001dB,-8.57806645382811e+001°)
1.04712854805089e+006	(-1.67231844522876e+001dB,-8.56739926792834e+001°)
1.07151930523759e+006	(-1.69404506372450e+001dB,-8.55642018250229e+001°)
1.09647819614317e+006	(-1.71585619951843e+001dB,-8.54511695781739e+001°)
1.12201845430195e+006	(-1.73775614857941e+001dB,-8.53347665588432e+001°)
1.14815362149687e+006	(-1.75974944093184e+001dB,-8.52148558691928e+001°)
1.17489755493951e+006	(-1.78184085494700e+001dB,-8.50912925081411e+001°)
1.20226443461740e+006	(-1.80403543265453e+001dB,-8.49639227307148e+001°)
1.23026877081236e+006	(-1.82633849616012e+001dB,-8.48325833459552e+001°)
1.25892541179415e+006	(-1.84875566526451e+001dB,-8.46971009465014e+001°)
1.28824955169312e+006	(-1.87129287638757e+001dB,-8.45572910620949e+001°)
1.31825673855639e+006	(-1.89395640291225e+001dB,-8.44129572282339e+001°)
1.34896288259163e+006	(-1.91675287707447e+001dB,-8.42638899600418e+001°)
1.38038426460287e+006	(-1.93968931353774e+001dB,-8.41098656200755e+001°)
1.41253754462273e+006	(-1.96277313480589e+001dB,-8.39506451672546e+001°)
1.44543977074591e+006	(-1.98601219864289e+001dB,-8.37859727723083e+001°)
1.47910838816819e+006	(-2.00941482768635e+001dB,-8.36155742830662e+001°)
1.51356124843619e+006	(-2.03298984146098e+001dB,-8.34391555205252e+001°)
1.54881661891246e+006	(-2.05674659101997e+001dB,-8.32564003838250e+001°)
1.58489319246109e+006	(-2.08069499646625e+001dB,-8.30669687390156e+001°)
1.62181009735891e+006	(-2.10484558763236e+001dB,-8.28704940626868e+001°)
1.65958690743754e+006	(-2.12920954822729e+001dB,-8.26665808070702e+001°)
1.69824365246172e+006	(-2.15379876379122e+001dB,-8.24548014479815e+001°)
1.73780082874935e+006	(-2.17862587383500e+001dB,-8.22346931707896e+001°)
1.77827941003890e+006	(-2.20370432858060e+001dB,-8.20057541423042e+001°)
1.81970085860996e+006	(-2.22904845076196e+001dB,-8.17674393078272e+001°)
1.86208713666284e+006	(-2.25467350299204e+001dB,-8.15191556423409e+001°)
1.90546071796322e+006	(-2.28059576125204e+001dB,-8.12602567725717e+001°)
1.94984459975802e+006	(-2.30683259511193e+001dB,-8.09900368720436e+001°)
1.99526231496885e+006	(-2.33340255534640e+001dB,-8.07077237137102e+001°)
2.04173794466950e+006	(-2.36032546966713e+001dB,-8.04124707436797e+001°)
2.08929613085401e+006	(-2.38762254734640e+001dB,-8.01033480141344e+001°)
2.13796208950220e+006	(-2.41531649355801e+001dB,-7.97793317827896e+001°)
2.18776162394952e+006	(-2.44343163430150e+001dB,-7.94392925489113e+001°)
2.23872113856831e+006	(-2.47199405279941e+001dB,-7.90819812504455e+001°)
2.29086765276774e+006	(-2.50103173825240e+001dB,-7.87060132912629e+001°)
2.34422881531989e+006	(-2.53057474778844e+001dB,-7.83098499994307e+001°)
2.39883291901946e+006	(-2.56065538232638e+001dB,-7.78917770336711e+001°)
2.45470891568499e+006	(-2.59130837685809e+001dB,-7.74498791518579e+001°)
2.51188643150954e+006	(-2.62257110528836e+001dB,-7.69820106275525e+001°)
2.57039578276883e+006	(-2.65448379938920e+001dB,-7.64857604419375e+001°)
2.63026799189534e+006	(-2.68708978052388e+001dB,-7.59584111811464e+001°)
2.69153480392688e+006	(-2.72043570143195e+001dB,-7.53968903229315e+001°)
2.75422870333813e+006	(-2.75457179332822e+001dB,-7.47977122893967e+001°)
2.81838293126441e+006	(-2.78955211055117e+001dB,-7.41569092586384e+001°)
2.88403150312656e+006	(-2.82543476055273e+001dB,-7.34699482486975e+001°)
2.95120922666634e+006	(-2.86228210050098e+001dB,-7.27316313896691e+001°)
3.01995172040197e+006	(-2.90016087221182e+001dB,-7.19359755583926e+001°)
3.09029543251354e+006	(-2.93914223313041e+001dB,-7.10760666376248e+001°)
3.16227766016833e+006	(-2.97930162057691e+001dB,-7.01438825536715e+001°)
3.23593656929623e+006	(-3.02071835640343e+001dB,-6.91300779314869e+001°)
3.31131121482586e+006	(-3.06347485509387e+001dB,-6.80237217049666e+001°)
3.38844156139197e+006	(-3.10765523361038e+001dB,-6.68119774241383e+001°)
3.46736850452526e+006	(-3.15334302643586e+001dB,-6.54797145456801e+001°)
3.54813389233570e+006	(-3.20061757074639e+001dB,-6.40090381936566e+001°)
3.63078054770096e+006	(-3.24954842584056e+001dB,-6.23787257750226e+001°)
3.71535229097167e+006	(-3.30018690373051e+001dB,-6.05635634364252e+001°)
3.80189396320555e+006	(-3.35255338667470e+001dB,-5.85335873841639e+001°)
3.89045144994275e+006	(-3.40661857063467e+001dB,-5.62532612447353e+001°)
3.98107170553491e+006	(-3.46227611099132e+001dB,-5.36806724014135e+001°)
4.07380277804106e+006	(-3.51930346238501e+001dB,-5.07669260901134e+001°)
4.16869383470329e+006	(-3.57730733109834e+001dB,-4.74560825516869e+001°)
4.26579518801586e+006	(-3.63565091110445e+001dB,-4.36862493281751e+001°)
4.36515832240159e+006	(-3.69336363303392e+001dB,-3.93928165134341e+001°)
4.46683592150956e+006	(-3.74904335976394e+001dB,-3.45152274711332e+001°)
4.57088189614868e+006	(-3.80077914006933e+001dB,-2.90088054402451e+001°)
4.67735141287191e+006	(-3.84614984461767e+001dB,-2.28623127446031e+001°)
4.78630092322631e+006	(-3.88237803297742e+001dB,-1.61191258400726e+001°)
4.89778819368438e+006	(-3.90670525476625e+001dB,-8.89493517313179e+000°)
5.01187233627264e+006	(-3.91696252994468e+001dB,-1.38037048975877e+000°)
5.12861383991357e+006	(-3.91215055854878e+001dB,6.18099351367524e+000°)
5.24807460249764e+006	(-3.89274468328436e+001dB,1.35364859289657e+001°)
5.37031796370244e+006	(-3.86054690995462e+001dB,2.04722750898210e+001°)
5.49540873857616e+006	(-3.81817332453726e+001dB,2.68445224044983e+001°)
5.62341325190340e+006	(-3.76845021184293e+001dB,3.25850559760710e+001°)
5.75439937337148e+006	(-3.71395696535692e+001dB,3.76877119780004e+001°)
5.88843655355579e+006	(-3.65679642582967e+001dB,4.21873055162482e+001°)
6.02559586074348e+006	(-3.59854950525073e+001dB,4.61402863252674e+001°)
6.16595001861472e+006	(-3.54033278535912e+001dB,4.96108081503678e+001°)
6.30957344480183e+006	(-3.48289337381658e+001dB,5.26622796818831e+001°)
6.45654229034645e+006	(-3.42670378937418e+001dB,5.53530212389719e+001°)
6.60693448007585e+006	(-3.37204150349699e+001dB,5.77345291211269e+001°)
6.76082975391971e+006	(-3.31904989509589e+001dB,5.98512064339129e+001°)
6.91830970918925e+006	(-3.26778260061320e+001dB,6.17408228897185e+001°)
7.07945784384126e+006	(-3.21823476282209e+001dB,6.34352741074331e+001°)
7.24435960074978e+006	(-3.17036458753241e+001dB,6.49614108044741e+001°)
7.41310241300905e+006	(-3.12410798915164e+001dB,6.63418263895260e+001°)
7.58577575029171e+006	(-3.07938841526738e+001dB,6.75955567012565e+001°)
7.76247116628679e+006	(-3.03612335359765e+001dB,6.87386794633017e+001°)
7.94328234724268e+006	(-2.99422857581252e+001dB,6.97848172206143e+001°)
8.12830516164086e+006	(-2.95362084723196e+001dB,7.07455542753163e+001°)
8.31763771102657e+006	(-2.91421960219854e+001dB,7.16307800837493e+001°)
8.51138038202362e+006	(-2.87594792618360e+001dB,7.24489712353415e+001°)
8.70963589956066e+006	(-2.83873307675123e+001dB,7.32074228368495e+001°)
8.91250938133731e+006	(-2.80250670109778e+001dB,7.39124385425473e+001°)
9.12010839355894e+006	(-2.76720485716025e+001dB,7.45694869190485e+001°)
9.33254300796975e+006	(-2.73276791071792e+001dB,7.51833304456104e+001°)
9.54992586021420e+006	(-2.69914035734204e+001dB,7.57581322676865e+001°)
9.77237220955794e+006	(-2.66627060196621e+001dB,7.62975448402717e+001°)
9.99999999999983e+006	(-2.63411071787059e+001dB,7.68047837970059e+001°)
1.02329299228074e+007	(-2.60261619937860e+001dB,7.72826897341919e+001°)
1.04712854805088e+007	(-2.57174571745404e+001dB,7.77337800792421e+001°)
1.07151930523759e+007	(-2.54146088391086e+001dB,7.81602927967803e+001°)
1.09647819614317e+007	(-2.51172602759466e+001dB,7.85642233524633e+001°)
1.12201845430194e+007	(-2.48250798431410e+001dB,7.89473560878614e+001°)
1.14815362149686e+007	(-2.45377590125040e+001dB,7.93112909459281e+001°)
1.17489755493951e+007	(-2.42550105588793e+001dB,7.96574663148600e+001°)
1.20226443461739e+007	(-2.39765668907440e+001dB,7.99871786199052e+001°)
1.23026877081236e+007	(-2.37021785155520e+001dB,8.03015991810587e+001°)
1.25892541179415e+007	(-2.34316126317853e+001dB,8.06017887642292e+001°)
1.28824955169311e+007	(-2.31646518389823e+001dB,8.08887101800568e+001°)
1.31825673855638e+007	(-2.29010929568213e+001dB,8.11632392247654e+001°)
1.34896288259163e+007	(-2.26407459444913e+001dB,8.14261742085493e+001°)
1.38038426460286e+007	(-2.23834329119278e+001dB,8.16782442768980e+001°)
1.41253754462273e+007	(-2.21289872149710e+001dB,8.19201166972780e+001°)
1.44543977074590e+007	(-2.18772526270381e+001dB,8.21524032563588e+001°)
1.47910838816818e+007	(-2.16280825804609e+001dB,8.23756658904135e+001°)
1.51356124843618e+007	(-2.13813394712000e+001dB,8.25904216527997e+001°)
1.54881661891245e+007	(-2.11368940211853e+001dB,8.27971471067938e+001°)
1.58489319246109e+007	(-2.08946246930453e+001dB,8.29962822190245e+001°)
1.62181009735890e+007	(-2.06544171524675e+001dB,8.31882338177825e+001°)
1.65958690743753e+007	(-2.04161637738737e+001dB,8.33733786713015e+001°)
1.69824365246171e+007	(-2.01797631855028e+001dB,8.35520662333363e+001°)
1.73780082874934e+007	(-1.99451198503645e+001dB,8.37246210968004e+001°)
1.77827941003889e+007	(-1.97121436798662e+001dB,8.38913451906680e+001°)
1.81970085860995e+007	(-1.94807496772210e+001dB,8.40525197506085e+001°)
1.86208713666283e+007	(-1.92508576080227e+001dB,8.42084070897898e+001°)
1.90546071796321e+007	(-1.90223916956241e+001dB,8.43592521928444e+001°)
1.94984459975801e+007	(-1.87952803391786e+001dB,8.45052841530355e+001°)
1.99526231496884e+007	(-1.85694558524119e+001dB,8.46467174701254e+001°)
2.04173794466949e+007	(-1.83448542213694e+001dB,8.47837532242697e+001°)
2.08929613085400e+007	(-1.81214148795524e+001dB,8.49165801393771e+001°)
2.13796208950219e+007	(-1.78990804990039e+001dB,8.50453755477415e+001°)
2.18776162394951e+007	(-1.76777967960370e+001dB,8.51703062663540e+001°)
2.23872113856830e+007	(-1.74575123504200e+001dB,8.52915293940642e+001°)
2.29086765276773e+007	(-1.72381784369411e+001dB,8.54091930377072e+001°)
2.34422881531988e+007	(-1.70197488683705e+001dB,8.55234369743729e+001°)
2.39883291901945e+007	(-1.68021798489284e+001dB,8.56343932561940e+001°)
2.45470891568499e+007	(-1.65854298374455e+001dB,8.57421867633064e+001°)
2.51188643150953e+007	(-1.63694594194734e+001dB,8.58469357100214e+001°)
2.57039578276882e+007	(-1.61542311876673e+001dB,8.59487521087050e+001°)
2.63026799189533e+007	(-1.59397096298236e+001dB,8.60477421953634e+001°)
2.69153480392687e+007	(-1.57258610240038e+001dB,8.61440068205261e+001°)
2.75422870333811e+007	(-1.55126533402297e+001dB,8.62376418086367e+001°)
2.81838293126440e+007	(-1.53000561482711e+001dB,8.63287382888242e+001°)
2.88403150312655e+007	(-1.50880405310940e+001dB,8.64173829996466e+001°)
2.95120922666633e+007	(-1.48765790035666e+001dB,8.65036585701246e+001°)
3.01995172040196e+007	(-1.46656454360577e+001dB,8.65876437791628e+001°)
3.09029543251353e+007	(-1.44552149825873e+001dB,8.66694137952458e+001°)
3.16227766016832e+007	(-1.42452640132209e+001dB,8.67490403981080e+001°)
3.23593656929622e+007	(-1.40357700504173e+001dB,8.68265921839219e+001°)
3.31131121482585e+007	(-1.38267117090687e+001dB,8.69021347553944e+001°)
3.38844156139196e+007	(-1.36180686399875e+001dB,8.69757308980368e+001°)
3.46736850452525e+007	(-1.34098214766119e+001dB,8.70474407437484e+001°)
3.54813389233569e+007	(-1.32019517847277e+001dB,8.71173219227610e+001°)
3.63078054770094e+007	(-1.29944420150054e+001dB,8.71854297048780e+001°)
3.71535229097165e+007	(-1.27872754581809e+001dB,8.72518171308795e+001°)
3.80189396320554e+007	(-1.25804362027086e+001dB,8.73165351348672e+001°)
3.89045144994273e+007	(-1.23739090947352e+001dB,8.73796326582690e+001°)
3.98107170553490e+007	(-1.21676797002532e+001dB,8.74411567561508e+001°)
4.07380277804105e+007	(-1.19617342692961e+001dB,8.75011526964330e+001°)
4.16869383470327e+007	(-1.17560597020570e+001dB,8.75596640525539e+001°)
4.26579518801584e+007	(-1.15506435168127e+001dB,8.76167327900796e+001°)
4.36515832240158e+007	(-1.13454738195462e+001dB,8.76723993477144e+001°)
4.46683592150954e+007	(-1.11405392751695e+001dB,8.77267027131313e+001°)
4.57088189614866e+007	(-1.09358290802499e+001dB,8.77796804940039e+001°)
4.67735141287189e+007	(-1.07313329371583e+001dB,8.78313689845950e+001°)
4.78630092322629e+007	(-1.05270410295518e+001dB,8.78818032282204e+001°)
4.89778819368437e+007	(-1.03229439991190e+001dB,8.79310170758879e+001°)
5.01187233627262e+007	(-1.01190329235158e+001dB,8.79790432413882e+001°)
5.12861383991355e+007	(-9.91529929542430e+000dB,8.80259133530821e+001°)
5.24807460249762e+007	(-9.71173500267239e+000dB,8.80716580026218e+001°)
5.37031796370242e+007	(-9.50833230935679e+000dB,8.81163067908199e+001°)
5.49540873857614e+007	(-9.30508383791261e+000dB,8.81598883708584e+001°)
5.62341325190338e+007	(-9.10198255208082e+000dB,8.82024304890301e+001°)
5.75439937337145e+007	(-8.89902174072164e+000dB,8.82439600231656e+001°)
5.88843655355577e+007	(-8.69619500243188e+000dB,8.82845030189183e+001°)
6.02559586074346e+007	(-8.49349623092026e+000dB,8.83240847240401e+001°)
6.16595001861470e+007	(-8.29091960110226e+000dB,8.83627296207823e+001°)
6.30957344480181e+007	(-8.08845955587883e+000dB,8.84004614565481e+001°)
6.45654229034643e+007	(-7.88611079355649e+000dB,8.84373032729147e+001°)
6.60693448007583e+007	(-7.68386825588283e+000dB,8.84732774331159e+001°)
6.76082975391968e+007	(-7.48172711666311e+000dB,8.85084056481024e+001°)
6.91830970918922e+007	(-7.27968277092313e+000dB,8.85427090012574e+001°)
7.07945784384124e+007	(-7.07773082459908e+000dB,8.85762079718597e+001°)
7.24435960074975e+007	(-6.87586708472118e+000dB,8.86089224573652e+001°)
7.41310241300902e+007	(-6.67408755006720e+000dB,8.86408717945914e+001°)
7.58577575029168e+007	(-6.47238840226347e+000dB,8.86720747798589e+001°)
7.76247116628676e+007	(-6.27076599731279e+000dB,8.87025496881661e+001°)
7.94328234724265e+007	(-6.06921685751876e+000dB,8.87323142914463e+001°)
8.12830516164083e+007	(-5.86773766380409e+000dB,8.87613858759686e+001°)
8.31763771102654e+007	(-5.66632524837963e+000dB,8.87897812589273e+001°)
8.51138038202359e+007	(-5.46497658777011e+000dB,8.88175168042711e+001°)
8.70963589956063e+007	(-5.26368879616410e+000dB,8.88446084378252e+001°)
8.91250938133727e+007	(-5.06245911908003e+000dB,8.88710716617212e+001°)
9.12010839355891e+007	(-4.86128492732474e+000dB,8.88969215682073e+001°)
9.33254300796972e+007	(-4.66016371123796e+000dB,8.89221728528480e+001°)
9.54992586021416e+007	(-4.45909307521112e+000dB,8.89468398271669e+001°)
9.77237220955791e+007	(-4.25807073244938e+000dB,8.89709364307387e+001°)
9.99999999999979e+007	(-4.05709449999403e+000dB,8.89944762427929e+001°)
1.02329299228073e+008	(-3.85616229396354e+000dB,8.90174724933330e+001°)
1.04712854805088e+008	(-3.65527212502408e+000dB,8.90399380737943e+001°)
1.07151930523758e+008	(-3.45442209406344e+000dB,8.90618855472899e+001°)
1.09647819614316e+008	(-3.25361038807740e+000dB,8.90833271584383e+001°)
1.12201845430194e+008	(-3.05283527622826e+000dB,8.91042748428081e+001°)
1.14815362149686e+008	(-2.85209510610344e+000dB,8.91247402360088e+001°)
1.17489755493951e+008	(-2.65138830013939e+000dB,8.91447346824191e+001°)
1.20226443461739e+008	(-2.45071335220343e+000dB,8.91642692436007e+001°)
1.23026877081236e+008	(-2.25006882435625e+000dB,8.91833547063909e+001°)
1.25892541179414e+008	(-2.04945334372528e+000dB,8.92020015907013e+001°)
1.28824955169311e+008	(-1.84886559956706e+000dB,8.92202201570401e+001°)
1.31825673855638e+008	(-1.64830434042656e+000dB,8.92380204137505e+001°)
1.34896288259163e+008	(-1.44776837144662e+000dB,8.92554121240136e+001°)
1.38038426460286e+008	(-1.24725655179976e+000dB,8.92724048125861e+001°)
1.41253754462272e+008	(-1.04676779222941e+000dB,8.92890077723244e+001°)
1.44543977074590e+008	(-8.46301052716373e-001dB,8.93052300704746e+001°)
1.47910838816818e+008	(-6.45855340231774e-001dB,8.93210805547545e+001°)
1.51356124843618e+008	(-4.45429706618009e-001dB,8.93365678592308e+001°)
1.54881661891245e+008	(-2.45023246549575e-001dB,8.93517004100122e+001°)
1.58489319246108e+008	(-4.46350955851005e-002dB,8.93664864307408e+001°)
1.62181009735890e+008	(1.55735571674137e-001dB,8.93809339479312e+001°)
1.65958690743753e+008	(3.56089543360966e-001dB,8.93950507961031e+001°)
1.69824365246171e+008	(5.56427572023138e-001dB,8.94088446227971e+001°)
1.73780082874934e+008	(7.56750376246163e-001dB,8.94223228933981e+001°)
1.77827941003888e+008	(9.57058642179395e-001dB,8.94354928958232e+001°)
1.81970085860994e+008	(1.15735302500621e+000dB,8.94483617450738e+001°)
1.86208713666283e+008	(1.35763415034899e+000dB,8.94609363876358e+001°)
1.90546071796321e+008	(1.55790261560560e+000dB,8.94732236057595e+001°)
1.94984459975800e+008	(1.75815899122123e+000dB,8.94852300216067e+001°)
1.99526231496884e+008	(1.95840382190864e+000dB,8.94969621012711e+001°)
2.04173794466949e+008	(2.15863762781768e+000dB,8.95084261587007e+001°)
2.08929613085399e+008	(2.35886090563226e+000dB,8.95196283594792e+001°)
2.13796208950219e+008	(2.55907412964739e+000dB,8.95305747245270e+001°)
2.18776162394951e+008	(2.75927775276166e+000dB,8.95412711336679e+001°)
2.23872113856829e+008	(2.95947220746557e+000dB,8.95517233291286e+001°)
2.29086765276772e+008	(3.15965790674737e+000dB,8.95619369189137e+001°)
2.34422881531987e+008	(3.35983524496372e+000dB,8.95719173800922e+001°)
2.39883291901944e+008	(3.56000459872035e+000dB,8.95816700620024e+001°)
2.45470891568498e+008	(3.76016632763024e+000dB,8.95912001893637e+001°)
2.51188643150953e+008	(3.96032077510358e+000dB,8.96005128653122e+001°)
2.57039578276881e+008	(4.16046826906884e+000dB,8.96096130743236e+001°)
2.63026799189532e+008	(4.36060912268807e+000dB,8.96185056851058e+001°)
2.69153480392686e+008	(4.56074363499975e+000dB,8.96271954533742e+001°)
2.75422870333811e+008	(4.76087209157988e+000dB,8.96356870245750e+001°)
2.81838293126439e+008	(4.96099476511816e+000dB,8.96439849365223e+001°)
2.88403150312654e+008	(5.16111191603062e+000dB,8.96520936219875e+001°)
2.95120922666632e+008	(5.36122379302271e+000dB,8.96600174111945e+001°)
3.01995172040195e+008	(5.56133063353738e+000dB,8.96677605342661e+001°)
3.09029543251352e+008	(5.76143266438178e+000dB,8.96753271236177e+001°)
3.16227766016831e+008	(5.96153010210244e+000dB,8.96827212162552e+001°)
3.23593656929621e+008	(6.16162315353339e+000dB,8.96899467560581e+001°)
3.31131121482584e+008	(6.36171201613489e+000dB,8.96970075959665e+001°)
3.38844156139195e+008	(6.56179687854103e+000dB,8.97039075001323e+001°)
3.46736850452524e+008	(6.76187792083294e+000dB,8.97106501460170e+001°)
3.54813389233568e+008	(6.96195531500900e+000dB,8.97172391264300e+001°)
3.63078054770093e+008	(7.16202922531083e+000dB,8.97236779515208e+001°)
3.71535229097164e+008	(7.36209980859436e+000dB,8.97299700507071e+001°)
3.80189396320553e+008	(7.56216721464759e+000dB,8.97361187745967e+001°)
3.89045144994272e+008	(7.76223158650133e+000dB,8.97421273967920e+001°)
3.98107170553488e+008	(7.96229306075430e+000dB,8.97479991157199e+001°)
4.07380277804103e+008	(8.16235176785779e+000dB,8.97537370563907e+001°)
4.16869383470326e+008	(8.36240783240282e+000dB,8.97593442720775e+001°)
4.26579518801583e+008	(8.56246137331613e+000dB,8.97648237460310e+001°)
4.36515832240156e+008	(8.76251250424175e+000dB,8.97701783930738e+001°)
4.46683592150953e+008	(8.96256133363487e+000dB,8.97754110612171e+001°)
4.57088189614865e+008	(9.16260796511503e+000dB,8.97805245331985e+001°)
4.67735141287188e+008	(9.36265249765255e+000dB,8.97855215279997e+001°)
4.78630092322627e+008	(9.56269502568947e+000dB,8.97904047023324e+001°)
4.89778819368435e+008	(9.76273563948860e+000dB,8.97951766520695e+001°)
5.01187233627261e+008	(9.96277442522709e+000dB,8.97998399136650e+001°)
5.12861383991353e+008	(1.01628114651798e+001dB,8.98043969655163e+001°)
5.24807460249761e+008	(1.03628468379257e+001dB,8.98088502293346e+001°)
5.37031796370240e+008	(1.05628806184970e+001dB,8.98132020714131e+001°)
5.49540873857612e+008	(1.07629128785974e+001dB,8.98174548039318e+001°)
5.62341325190336e+008	(1.09629436866800e+001dB,8.98216106862124e+001°)
5.75439937337144e+008	(1.11629731080750e+001dB,8.98256719259184e+001°)
5.88843655355575e+008	(1.13630012051851e+001dB,8.98296406802661e+001°)
6.02559586074344e+008	(1.15630280376603e+001dB,8.98335190571525e+001°)
6.16595001861468e+008	(1.17630536623884e+001dB,8.98373091163407e+001°)
6.30957344480179e+008	(1.19630781337955e+001dB,8.98410128705176e+001°)
6.45654229034641e+008	(1.21631015036805e+001dB,8.98446322864203e+001°)
6.60693448007581e+008	(1.23631238217694e+001dB,8.98481692858515e+001°)
6.76082975391966e+008	(1.25631451352813e+001dB,8.98516257467508e+001°)
6.91830970918920e+008	(1.27631654895691e+001dB,8.98550035041705e+001°)
7.07945784384121e+008	(1.29631849275896e+001dB,8.98583043512736e+001°)
7.24435960074973e+008	(1.31632034908310e+001dB,8.98615300403059e+001°)
7.41310241300900e+008	(1.33632212185342e+001dB,8.98646822835105e+001°)
7.58577575029166e+008	(1.35632381483106e+001dB,8.98677627540670e+001°)
7.76247116628674e+008	(1.37632543161218e+001dB,8.98707730869825e+001°)
7.94328234724263e+008	(1.39632697561622e+001dB,8.98737148799591e+001°)
8.12830516164080e+008	(1.41632845012914e+001dB,8.98765896942439e+001°)
8.31763771102651e+008	(1.43632985828096e+001dB,8.98793990554804e+001°)
8.51138038202356e+008	(1.45633120305454e+001dB,8.98821444545204e+001°)
8.70963589956060e+008	(1.47633248729710e+001dB,8.98848273482007e+001°)
8.91250938133725e+008	(1.49633371373236e+001dB,8.98874491601588e+001°)
9.12010839355888e+008	(1.51633488498548e+001dB,8.98900112815468e+001°)
9.33254300796969e+008	(1.53633600350926e+001dB,8.98925150718328e+001°)
9.54992586021413e+008	(1.55633707168863e+001dB,8.98949618594541e+001°)
9.77237220955788e+008	(1.57633809179034e+001dB,8.98973529425795e+001°)
1.00000000000000e+009	(1.59633906599082e+001dB,8.98996895897853e+001°)
